ticker,session,mean_share,n
NVDA,pre,4.357792692220107,80
NVDA,rth,92.40813404252029,80
NVDA,after,3.2340732652595974,80
AMZN,pre,2.7524826484073888,80
AMZN,rth,92.8173538356076,80
AMZN,after,4.430163515985006,80
TXN,pre,1.0781450378766166,80
TXN,rth,96.04537074533226,80
TXN,after,2.876484216791126,80
