m,mean,std,count,se
330,-0.004950521931338789,0.03820201913997876,24,0.007797954503082053
331,-0.005184184319260686,0.038391673191375576,24,0.0078366674742132
332,-0.005456281946926451,0.03886179458629881,24,0.00793263060210715
333,-0.005440140326090433,0.038701161448368576,24,0.007899841500131217
334,-0.005555241175729468,0.038691312369152776,24,0.00789783106525497
335,-0.005456261144278658,0.03872358069865854,24,0.007904417810433396
336,-0.00556478801432654,0.03898574645623597,24,0.00795793217160797
337,-0.005841841754640441,0.03907494166957808,24,0.007976139068290209
338,-0.006169175832799836,0.0393894852962507,24,0.00804034501722291
339,-0.006633329268068227,0.03940333954754282,24,0.008043173004425742
340,-0.006527032572813747,0.039083767772013646,24,0.007977940688905599
341,-0.006627233736608593,0.03897372336889182,24,0.007955477969180797
342,-0.0065897710455427696,0.03910062199408239,24,0.00798138104257893
343,-0.0068274460028147,0.03921174554920269,24,0.008004064043282995
344,-0.006816820654119443,0.039518017901228136,24,0.008066581625348361
345,-0.0072274149438697165,0.03954717596317009,24,0.008072533489818883
346,-0.007051265839349887,0.03928950693238986,24,0.008019937019158128
347,-0.007154507920702415,0.0392121512482614,24,0.008004146856256575
348,-0.006936278701606505,0.039923492066473255,24,0.008149348692742652
349,-0.0070784239881563306,0.04013669643282012,24,0.008192868851782923
350,-0.007359605341461159,0.039703700410393054,24,0.00810448390881617
351,-0.007335592270296996,0.03943598839313944,24,0.008049837422125962
352,-0.007176376577980097,0.03902317978834956,24,0.00796557321852884
353,-0.007647062465100792,0.0391632414966682,24,0.007994163195019107
354,-0.007926500393029404,0.03928550412502632,24,0.008019119949526518
355,-0.008063717354869162,0.03917326453671785,24,0.007996209139501867
356,-0.008109865208685564,0.039230292651697383,24,0.008007849954726252
357,-0.007956749997800524,0.03920835656883671,24,0.008003372270562581
358,-0.007946129352489466,0.03958073266640286,24,0.008079383223183073
359,-0.008134266452359817,0.03976100812682451,24,0.008116181797447936
360,-0.008094838803226787,0.03925940812652225,24,0.0080137931261379
361,-0.008091106676726256,0.03982142321340698,24,0.008128513975355696
362,-0.008017035729371746,0.04023357873865651,24,0.008212644869649875
363,-0.008113349160008195,0.040118097504018395,24,0.00818907236133904
364,-0.008248585364646814,0.04041624570810393,24,0.008249931608650436
365,-0.008208632301540465,0.040412970016065905,24,0.00824926296081313
